label,text
OFF,@USER @USER @USER nope . teaching them not to give a shit what liberals from ca think .
NOT,@USER @USER people change over time . why did the president change his stance on gun control after his first campaign ? perhaps kaepernick embraced this issue after he read up on the history of this subject -- a history you don't seem to acknowledge .
NOT,@USER @USER i was at the laundromat just reading his comments last night 😂 he was basically saying porch monkey was a term used years ago and “liberals” made it into a racist thing and it all just snowballed from there lol
NOT,@USER @USER @USER @USER be smarter- congress legislates . we need congress with better skill stacks to solve . dr shiva has incredible proposal . if u can stop long enough to learn . url
OFF,@USER another war “hero” speaks out🇺🇸🇨🇺🇺🇸🇨🇺🇺🇸🇨🇺
OFF,@USER @USER @USER . . . . except not all millennials are for gun control .
NOT,@USER @USER @USER which one is it ? is there an active threat that you could be shot that is driving the need for gun control ? or is the idea that the threat exists hypothetical so i have an excuse to carry a big scary gun ?
OFF,@USER @USER you just said the same things all the liberals say . president trump is not deporting immigrants . he's trying to deport people who sneak into this country &amp ; not follow the rules to come in . if you come in that way you are a criminal . turn off cnn &amp ; try another point of view .
OFF,@USER so . . . did angela hook up with a younger guy so she has someone to wipe her butt when she is 75 ?
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER you're welcome bob ! i hope you are having an excellent wednesday !
NOT,@USER @USER @USER thanks that sums it up nicely ! serena and her sycophants are exposed with facts ! liberals hate facts ! ! ! ! !
NOT,"@USER woman accusing supreme court nominee #Kavanaugh of physical and sexual assault should not be ignored or insulted , whitehouse senior counselor @USER says : because a rapist &amp ; atempted murderer can't go free because he was 17yrs , drunk &amp ; wanted it❗️ #tcot #pjnet #maga url"
OFF,@USER he is hurt and no one has checked on him ! ! !
OFF,"@USER @USER @USER well , they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine "" c'mon are you chicken ? """
NOT,#Remainers whining are also in denial about the news around the rest of #Europe read dictionary on ' #democracy ' ' #totalitarian ' ' #beyrayal ' ' #inevitable ' 'youtube' and 'over' ! #Brexit #EU #MBGA #MEGA #MAGA #MCGA #Conservatives #Patriots url
NOT,@USER is this you disavoving antifa ? are you going to start condemning the many death threats against our president ? will you come out and denounce the vile hate spewed at the president and other republicans ?
NOT,@USER maybe florida needs to get tougher on gun control !
NOT,here is an awesome video of alex jones invading capitol hill watch as he tells off the mainstream media #FakeNews #WednesdayWisdom #MAGA #Trump #vaxxed #readthebook #CDCWhistleblower #VaccineHolocaust @USER @USER @USER @USER @USER url
OFF,@USER not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked
OFF,@USER conservatives have become the cadaver party .
NOT,@USER . @USER me thinks you are terrified of americans seeing the declassified docs ! we conservatives like transparency which seems to be a dirty word to u dems . ps we have no worries about our great president ! #DeclassifyItAll
NOT,@USER @USER he has never gave any information or said anything that ended up being true . most likely cause if he is producing w them he's not allowed to share info
OFF,@USER @USER i wonder if antifa will be rioting in the streets after they find out how corrupt the government is
OFF,"@USER @USER @USER whataboutism "" is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy . """
OFF,@USER @USER @USER @USER the institution only let her tweet when she behaves . she is a window licker ! ! ! !
OFF,@USER @USER @USER we do know she belongs to the violent liberal antifa party who w/ their kkk hoods beat up total strangers &amp ; are funded to do so by her party . most violent &amp ; corrupt party trying to now pour on the tears &amp ; get us to believe they have a heart . hard sell to anyone including voters !
NOT,@USER @USER she is correct . corbyn and mcdonald would be just like the old glc under j mc .
NOT,@USER @USER i agree with you catherine . gun control laws is the main solution of this problem . #102 /23879
NOT,@USER @USER i keep asking . . . what is the cause of deaths ? ? ? starvation or from the hurricane itself ? ? ? ?
NOT,@USER follow the money 💰 money 💴 money 💵
NOT,@USER you are not alone with that : (
NOT,@USER @USER @USER @USER i blocked @USER i don't want conservatives here this is a safe place for all #resisters
NOT,@USER we the people #MAGA #Winning url
NOT,@USER @USER sounds to like the fisa court may have a problem too ! . 🇺🇸 #MAGA 🇺🇸 🇺🇸 #KAG 🇺🇸 🇺🇸 #BUILD the wall🇺🇸
OFF,@USER fake news he is a liberal dem .
NOT,i added a video to a @USER playlist url combat mon frere vs ismael et maga assassin vs david le boxer ( yfc 2 )
NOT,"@USER both the liberals and conservatives have failed the people , proportional representation would fix this . harper's failures are still fresh in my mind , now trudeau's broken promises , i have to vote for anything but "" , again . """
NOT,@USER @USER 3 years mate ! ! !
NOT,@USER @USER go head and switch from nike to gun control now url
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i like my soda like i like my boarders with a lot of ice .
NOT,@USER gun control is omportant . it should not be left to nra to regulate it . it does not care about the lifes that are waisted along the path of its enrichment .
NOT,-c- she is also wearing black leggings/boots . this attire was later shown to be her outfit in route 01 #Enebot
OFF,@USER demon-craps just can't get over the fact that they are not in charge . . . . they're delusional to think something that will effect the country in such a profound way will just be bargained away . . . . american's have dreams that come first over illegals .
NOT,@USER what do you like to do when you are with your family ? #AskAlly
NOT,@USER so what is the conservatives policy on antisemitism ? does it quote the international recognition if not why aren't you reporting on this with as much vigour as you have done with labour ? ? ? ?
NOT,@USER liberal mp leona alleslev's decision to cross the floor &amp ; join the conservatives would seem to be a betrayal of her supporters . did she consult those who voted her in ? seemingly it's legal ? imagine if #DougFord decided to cross the floor &amp ; become the liberal premier . 🤔 😂
NOT,@USER @USER @USER @USER @USER @USER they coming . url
NOT,@USER gotta admit . . . she's stacked .
NOT,@USER eric smolder ex atty genl . epitome of the labamba govt . sheister .
NOT,@USER @USER i remember you . my sister told me what you did to her . you are lucky she didn't call the police .
NOT,@USER liberals won't cry over milk they won't spill .
OFF,@USER and he took away the constitution from us . congress refuses to restore it to us why is that ? article 4 sec 4 was taken away . . and because of that there are no gun control laws anymore . obama is a stupid man
NOT,@USER you are the best . 💜
NOT,@USER @USER is just trying to make good with his libnut elitist hollywood degenerates after the roasted him in the media for questioning vaccine safety .
NOT,@USER boy was that photoshopped
NOT,@USER @USER leona will start something big to come . . . liberals sit in terror in house of commons . . . better not criticize the groper ! ! !
OFF,@USER it was a nail biter
OFF,@USER reason is he is in a small market on a mediocre team .
NOT,@USER @USER @USER @USER @USER @USER you are the racist . serenas outburst and pure hate was the worst i've seen in tennis
NOT,@USER @USER saw u on hannity last night . want u to know i love your dad and know everything he has sacrificed for us . he is to me the greatest president in my lifetime and in modern history . i so wish i could tell him . i would probably ugly cry though . he is a godsend to this country .
NOT,"@USER report @USER to @USER be sure to check his lists "" to see if your name is on it . he's compiled a target list for antifa . . . . accompanied by a subscriber list . . . . . targeting trump supporters for antifa . """
OFF,@USER conservatives just keep doubling down on being terrible people .
NOT,@USER @USER i couldn't agree more . and the unions attacking her are politicizing it far more than she is by turning it into a press release . i wrote about this last year . url
NOT,@USER holy shit he's a prophet
NOT,@USER @USER i hope you are right !
NOT,@USER deluded until he is walked off .
OFF,@USER lmao good one ! now listen up sparky your wife is a disease she is a bought and paid for evil soulless propaganda arm for child murderers and russian agents . so stick with your cutsie tweets but i'd prepare for a long prison sentence if i were you .
NOT,@USER approve on how to throw a fit get loud swing your arms around to try and get your way . . . .
NOT,"@USER @USER you said that conservatives who passionately complained about deficits are now driving this speeding dump truck "" . now suddenly "" r's "" are the subject ? that's what i thought . conservatives were complaining about the "" rs "" as well """
NOT,@USER many products hit the shelves in the us first . canada is not that big of a economy . in fact it is 10th in the world for all you liberals thinking that somehow we could strong arm the usa .
NOT,@USER here are the husbands : 1945 mrs dean 1969 mrs peterson lawton 2000 when she is dead mrs . peterson . i think peterson came after lawton 1967 she divorced lawton lawton had 6 wives last count lol url
OFF,@USER @USER @USER oh yeah so i'm sure you'll wait a certain amount of time before talking about gun control right ? i'm sure you're saying the same thing to all the people using the dead to push laws that do nothing right ?
OFF,@USER more fear tactics to make people attack her . it's bullshit
NOT,@USER @USER @USER it sounds like joe is channeling all conservatives who've been under attack by liberals all these years . is this what they call transference ?
OFF,@USER i hope that entire police department gets shut the f*ck down ! obviously you all feel like you're above the law . obviously you are incapable of holding your own accountable for breaking the law . obviously you undermine everything a police officer&amp ; dept are supposed to be/do . shameful !
NOT,@USER @USER anthem protesters should consider what flag they could be living under . . . url
NOT,@USER do you think canadian liberals will actually blame trudeau if he costs them this ? or as per standard push it off on us ?
NOT,@USER @USER @USER @USER @USER @USER @USER it was high school ! ! !
OFF,"@USER @USER @USER i purposefully had my damsel "" be a bit of a badass . she is saved by the protag , saved by the third party member , and sticks her neck out to save their hind quarters just as often ( if not more ! ) . sure , she may have ulterior motives ( *evil laugh* ) but she's still pretty kickass ! """
NOT,@USER @USER @USER @USER just cause you dont think he is funny doesn't mean he don't deserve a show or just because he is a man . men work just as hard as women . he been in the business for year's . let the pros handle this
OFF,@USER @USER @USER are you serious . man you're an idiot ! he is the most hateful scum on earth .
NOT,@USER keep up all you do blair you are an incredible person
OFF,@USER yeah . niggas who dey wear durag nor dey joke . hard as fuck
NOT,@USER @USER you are right free speech is one thing that makes this country great . another is the very flag that is a symbol that gives us that right .
NOT,@USER @USER 🤔🤔 we would hang 70 plus on the frogs and cocks ! 🤔😂😂
NOT,@USER he is back baby . lol
NOT,@USER @USER @USER that is because she is a good christian and her husbands attackers are misguided .
NOT,@USER greatest potus ever ! ! ! ! ! #MAGA #TRUMP2020
OFF,@USER mon « bye bitches » suffisait
NOT,@USER will you answer my question from yesterday about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd amendment ? url #alpolitics
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER says the person who refused the idea of having differant views on things ? you really are a product of the us system . us antifa-lite . is your world really that small ?
OFF,@USER @USER how the fuck is puting raven with derrick and dan and dr . will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring . take raven out and put tyler in . he is playing a great game even the great player who won said he's good
OFF,@USER @USER @USER that does not change the fact that muslim linda sarsour deliberately sows hate and division . she is a fraud who pretends to support women's rights . does she protest islam's discrimination of women . no .
OFF,@USER @USER you religious conservatives need to stop trying to shame women for expressing themselves . it's disgraceful
NOT,@USER i wouldn't mind seeing antifa try this . i doubt it's bait either .
OFF,@USER @USER she is as dumb as she looks
NOT,@USER be sure to just cover liberals' p . o . v . that's what you do . not fair &amp ; balanced .
NOT,"@USER re-read my tweet brian , gun control "" not ban ( your blatant exaggeration not withstanding ) . 🙄 """
NOT,@USER @USER boi if you don't
NOT,@USER coming from a former ag who should be charged with conspiracy to commit murder in the fast &amp ; furious scandal . one of the many scandals committed within the obama administration .
NOT,"( 6 ) so clearly team conservative is striving to uphold the notion of virtue and ideas and reasonableness "" while liberals are completely violating the social contract to score political points . again , it doesn't work if both sides aren't upholding their end of the bargain ! """
NOT,@USER @USER @USER im not excusing his actions but the counter protesters had no right to block the streets they are partly to blame as well 2 wrongs dont make a right just like antifa going around physically assaulting people and using weapons to hurt people but your k with one side doing it
OFF,@USER @USER needs serious psychiatric help . this guy is an anger management bi polar psych 101 case study . url
NOT,@USER you are basically exploiting people with fear of spiders and you know there are a lot of em so you that's why you stole that pic to scare people who are arachnophobia
OFF,@USER @USER liberals mock president trumps skin color and decapitated his likeness . they also threaten his family . even baron .
OFF,@USER fuckin poisonous group of people . as soon as someone hands me a hat with a propeller on top . . . i'm out . find another company to work for lemmings .
NOT,@USER @USER @USER antifa : the anarchist who wants to abolish government . . . by joining it url
OFF,@USER i was more sad about how many liberals seem to love firing shots at allies . i saw it in 2016 with bernie sanders supporters calling me an uncle tom for supporting hillary . i made the same argument then and now . no shade and hopefully you don't block me . i respect your opinion
OFF,@USER and the liberals wonder why we don't want transgenders in our bathrooms ?
NOT,@USER hmmmmm 🧐🧐 no one is doing anything so maybe don't change pitchers every batter . also if he is this genius maybe he should realize this team peaked a month ago .
OFF,@USER what kind of classes are you taking ? you have ass homework ? is this an anatomy class ?
OFF,@USER in other words #Mueller it's not constipated in other words #Mueller has diarrhea ? url
NOT,@USER the war on honest conservatives-antifa
OFF,@USER fantastic ! ! ! the alamo is sacred to us . she is a blight on the history of time . better left erased ! ! 🇺🇸🇺🇸
NOT,@USER perhaps we have zeroed in on the problem with liberals . their fruits and vegetables are unclean .
NOT,@USER @USER you mean you didn't see antifa there ?
OFF,"@USER truly . he had that sly , self-deprecating humor and swagger . like you said , very american "" . """
NOT,@USER trump is just playing whit liberals i bet this is his way to help conservatives win next elections and take credit . trudeau is in the corner right now . any deal whit usa will be bad for canada .
OFF,@USER @USER such a fucked night @USER
OFF,@USER america is better than swamp crud like you !
NOT,@USER true baby you are my only one baby
OFF,@USER hitler would be so proud of david hogg url
NOT,@USER a liberal anarchist coup d'etat gang runs rampant &amp ; a gop ag does nothing . liberals prove to be the biggest hate group in usa . the leftstream media cheers them on while excoriating duly elected president of the united states 24/7 . antifa openly advocates killing cops . silence
OFF,@USER the owner of my culo
OFF,@USER @USER not a snowballs chance in hell dimwit dem . start taking losing like a man . . . . . err . . . like a . . . . uhm ? whatever you identify as today . we will #MAGA not tired of #WINNING see you in november for the #REDWAVERISING2018 you can't stop #ScotusKavenaugh
OFF,@USER @USER well he's a liberal so that explains it . who knows the shooter may be a liberal as far as he knows . liberals are very hateful violent people and must be defeated !
NOT,"@USER @USER 1 of 2 ) support chief's comments . i'd recommend reading excellent true crime book , in plain sight : the kaufman county prosecutor murders "" - by kathryn casey . victims were all armed ( da , very heavily ) and prepared to "" protect themselves . "" not about gun control , but . . . """
NOT,@USER i didn't think about violence towards antifa when i was a kid . boy how times change .
OFF,@USER call me a dog cause dam . . . i got a bone for you nigga 😘
NOT,@USER thank you for signing shelby's poster last night ! she is still so excited . we are so proud of our big win ! #OneTROY #GoTrojans #ProudAlum url
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER sexist . . . could be a crazy gentlewoman #LuLz
NOT,@USER why does kavanaugh have the same woman with #restingbitchface sitting behind him every day ? i don't think she is helping his case .
NOT,#WomenShouldRuleTheWorld that is all . url via @USER
OFF,@USER why cant isis blow up these two assholes ? ?
NOT,@USER you need to see a doctor my man
NOT,@USER @USER @USER @USER @USER yes included . smoothing reserve put in place as conservatives knew next year and year after toughest in five year cycle . predictions are proving to be correct .
NOT,@USER yay - awesome 🇺🇸♥️😎👈👍maga🇺🇸♥️🇺🇸reppowervote♥️🇺🇸strengthened by powerprayers🇺🇸👍red tsunami♥️
NOT,@USER everyone should vote regardless of the candidates and parties they support .
OFF,@USER @USER cute as fuck 🤗
OFF,@USER you are that mean ass cousin we all hate lol
NOT,. drew your cat gorl while at work and while you are streaming : d @USER url
OFF,@USER @USER @USER complete and utter waste of time . liberals
OFF,@USER she is a complete idiot
OFF,@USER not really . gun control limits one capability to personally safety . it makes it even harder for good people to buy guns legally . it will even make it hard for women to obtain guns for self defense . just keep a simple background check system we already have .
NOT,"@USER @USER populism - political ideas and activities that are intended to get the support of ordinary people by giving them what they want "" - cambridge dictionary yes i too think the liberals and conservatives must unite to prevent ordinary people from getting want they want #Collusion 😂 """
OFF,"@USER @USER @USER i didn't see the referred to tv segment , and i don't support the response , but it is very easy to see how you , as a race baiter , can bring out the emotions you are trying to elicit . it is unfortunate that ur willing to sacrifice black people to make you such a big man "" . """
OFF,@USER @USER conservatives would do anything to eliminate the value of laborers in this country . people worked and died for this holiday . don't want to see it lost to some fake constitution worshiping by people who do not value the constitution in any way such as the far right .
NOT,@USER @USER @USER @USER don't you liberals want to lower the voting age to 16
OFF,@USER @USER @USER @USER @USER i can understand that and if it's someone i know i'll debate with them but i'm not willing to spend that much time trying to change the mind of someone i don't know i tryed that with people and gun control and it just get stupid because they won't try to understand
NOT,@USER @USER @USER @USER @USER could you clarify what specific lies or fake news you believe that she is propagating and your sources to verify her information was false ?
NOT,@USER your mind is still not accepting that the federal government belongs to pti of which you are member of na .
NOT,@USER another low life coming out of the wood work !
OFF,@USER heard from who ? you and your lying jealous cronies ? ? ?
OFF,"@USER gun control measures ? as in fast and furious "" , where you directed ffl dealers to violate the law and allow straw purchases ? where you knowingly allowed firearms to be sold to criminal organizations ? """
OFF,@USER he is a drunk crazy man .
NOT,100% correct url
NOT,broke my toe on my second day in maga .
OFF,@USER @USER scaramucci cashing in on the donald . taking those blue collar folks for every last penny . lmao at the #MAGA folks . suckers .
NOT,@USER except antifa don't fit any of the archetypes of fascism ? if your definition of fascism is “wears a mask and is violent” then you should also include : -riot cops -the military -right wing demonstrators
NOT,@USER what if knowing that abortion is at stake in november mobilizes pro life forces ? kavanaugh being denied makes it critical for conservatives to maintain the senate . because most ( r ) seats are not up for election it could be a blessing .
OFF,ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size ?
NOT,@USER kathy the patriot🗽 you have to love our great president trump ! ! ! a spine of u . s . steel ! ! changing it ! on trade &amp ; everything for americans ! ! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp ; #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp ; #THEUSA 😀 🗽🗽🗽 😀
NOT,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER they just all want to keep their corrupt &amp ; cushioney jobs ! ! ! thry want to go back to . . . . . business as usual "" "" i don't think so "" ! ! ! ! ! ! ! ! ! """
NOT,"@USER this is antifa ! ! ! "" &lt ; kicks man into pit&gt ; """
OFF,@USER @USER @USER @USER @USER oh it's ok because 45 reversed the most important issue on mental health he got rid of the mental health conditions on gun control . great job ! what a guy ! he is a liar proven over &amp ; over again . but you worship away that's your right
NOT,@USER @USER @USER her opinion . she is not a feminist .
OFF,@USER @USER guess what chicago kids go theu this shit every day and they have the strictest gun control around !
NOT,@USER he needs to lose some weight
NOT,@USER because president trump and god gave us a miracle
NOT,@USER antifa should be declared a domestic terrorist organization .
NOT,@USER people who floor cross are opportunistic a-holes that deserve all the backlash they are getting . she should have sat as an independent then joined the conservatives and ran for her spot against other conservative candidates . just think how you would feel if you won that role .
OFF,@USER @USER false . your intrusion on the constitutional rights of honest americans did nothing to curb violent crime . gun control = violence against the law-abiding citizen .
NOT,@USER @USER @USER @USER @USER @USER @USER @USER fair point - let me restate : ( many ) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary .
NOT,@USER we're so so pleased to hear that ! you are very welcome .
NOT,@USER antinationalist ? or antinatalist ? also i'm not typically interested in basing my focus around being against something bad rather than for something good that directly counteracts or heals the bad thing . imagine if antifa was called prolib lol
OFF,@USER @USER the active duty personnel i know think he is a dangerous fool . maybe 100% of racist military klansmen support mr . traitor-pants .
NOT,@USER @USER @USER you are 100% right ; successful prosecution will send the right message . that said the inability of a voter to take a photo evidence of the party voted reduces the likelihood of vote buying . no party will waste money with this new approach because there is zero guarantee .
NOT,@USER there aren't many instances i've been in where you can just admire the woman's physique . if i spend too long looking at a woman's bits it all comes into question . porn allows an up close personal experience for as long as i like with no challenges . except of course getting caught
NOT,"@USER only the left is violent , like they guy who shot gop senators , and antifa who trash berkeley , portland . and blm that trashed ferguson . nobody who actually attacks makes death threat first , duh . they just do it "" as nike who now supports cop-killers put it . """
NOT,5 reasons gun control in the united states is a lost cause url url
OFF,@USER where is the fascist version of antifa ?
OFF,@USER @USER anyone who supports gun control is a racist . just like shannon twatts
OFF,@USER holder has a perverted view of the law . not surprising since he is a democrat .
NOT,#Warriorscoach fundraising for gun control brady pac #PACGoldenStateWarriors #SteveKerr #headcoach url url
NOT,@USER and i'll never watch another movie with him in it
NOT,@USER in legislature you are very rude . you are out of mind and out of control . . . take some pills to relax . . . . you fight for councillors salary of 115k . did you ever fight for my salary ? get lost .
NOT,@USER @USER @USER @USER @USER dad's army
NOT,@USER @USER @USER @USER @USER @USER yes he is
OFF,@USER @USER @USER they aren't making fun of the woman . they are making fun of the liberals supporting barbaric tradition of covering a woman's body with a garbage bag because men might be inclined to rape them at any given moment .
NOT,@USER just noticed that twitter will block anything about a certain billionaire who buys people to accuse conservatives of wrong doing .
NOT,@USER today history is just repeating itself . liberals have got away with these disgusting tricks for too long ! they need to be stopped as this is deeply damaging our country . democrats should be more concerned about our country than power and money . ( i know that will never happen )
NOT,@USER @USER @USER you should take this picture down you destroyed one of my all time favorite comedian/actors @USER
OFF,@USER why of course . liberals reject truth and accept falsehoods . that's why they don't believe kanaugh and believe ellison .
NOT,@USER congratulations on being in san antonio for one year ! i am glad you are working here !
OFF,@USER fat ass liar strikes again . #NeverForget
NOT,@USER griexsevia
NOT,@USER and . . . what ?
OFF,*finally at my sister's apartaments* instant reminder that she is ungrateful brat and i'm much more happy without seeing her
NOT,@USER i think you are so in need of a dairy queen .
NOT,@USER again gun control law ?
OFF,this guy is a disgusting little perv . #MAGA url
NOT,@USER untrue ! &amp ; you are valuable .
OFF,@USER go away you are irrelevant
NOT,- will liberals agree that any is destructive ? url
NOT,@USER @USER conservatives want the pm to submit to their friends in the wh and the kremlin . trudeau should stand his ground and stand for canada
NOT,@USER you 2🙈🙉 should do research re gun control psy ops aka school🔫s . @USER
NOT,🚂 #MAGA #Patriot #Qanon #WalkAway #WWG1WGA #GodsArmy #TheGreatAwakening #JESUSLIVES 🇺🇸 @USER @USER #CatchTheRedWave #VoteRed please sign to remove conservatorship that obama put on fannie mae &amp ; freddie url
OFF,@USER can you say insanity ? #LockThemAllUp #HandCuffsForHillary #MAGA url
OFF,@USER @USER good morning ! i just followed you back ! let's give these crazy liberals hell !
NOT,@USER @USER see she is speechless😂😂😂😂😂
NOT,@ new york yankees yall better start acting like champions bc that's what you are i have a lot of student loan debt and plenty of time to come to the bronx to shake-yell-motivate each and every one of you pinstriped millionaires i believe in you and im watching url
NOT,@USER introducing my sweet sweet baby king ! he is always sooo nice ! and when i try to sit on the sofa he never attacks me ! url
OFF,@USER i think we should be going after sen feinstein if she really cared she would not have sat on this issue and made it political . she is using you like all democratic power seekers be careful who you sell your soul too
NOT,@USER @USER thank you first lady for your service to the usa and putting up with the vile liberal hoard everyday . you are a true patriot #MAGA
NOT,@USER @USER @USER @USER what you are witnessing are the conservatives not being the silent majority anymore . . . we are speaking out against haters like you and lies you are spreading . . . the fascists and communists are you .
NOT,@USER and it was hillary by a landslide i think ? ? ? ? don't believe polls
NOT,@USER @USER @USER don't believe it more insincere talk from the callous conservatives . url
OFF,@USER @USER @USER trump is a very sick man . he is toxic and mean spirited .
OFF,@USER @USER @USER @USER coward answer question what have i posted on @USER that is not factual as a staunch conservative and pro israel i post @USER positive facts to counter canadian media helping liberal trudeau assault on conservatives and israel . you are either ignorant or a liar .
NOT,@USER i will not be playing your game on android ever as 1 ) i'm downloading an all from an unknown source and 2 ) i think all epic games should be banned from the android system as you are stripping the revenue that pays for the dev and it's unfair on other devs like me 😡
OFF,@USER fools no respect
NOT,@USER but partisan moves are the daily norm for the likes of mitch mcconnell . yet somehow he still hangs on to his job and has the respect of conservatives across the country . this is why women are so afraid to stand up and say they were assaulted . we are part of the problem .
NOT,@USER follow the pen🖋 . . . #MAGA 🇺🇸 it is mightier than the sword 🗡 #QANON 🇺🇸 #WWG1WGA 🇺🇸
NOT,@USER @USER if trump supported nazis then why would antifa a communist group want to harm trump . 🤔 that's right the communist group is made up of the democratic party .
NOT,@USER they are conservatives who want him appointed .
OFF,@USER yes bitch 💖💓
NOT,@USER i see antifa as a war on peaceful assembly
OFF,@USER im very horibble and shitty thats how i am😭
NOT,@USER by screaming at the officials or by throwing her racket ? i'm confused .
NOT,. . . . and liberals do . . . yea whatever ! url
NOT,@USER maybe you haven't seen how well #MAGA is working on our economy . the turn around is restitching the fray in our social fabric and rekindling our civic spirit . these reforms are enlightening and educating the next generation in responsible civics . #WalkAway
OFF,@USER @USER liberals don't realize that thousands of unaccompanied minors were thrown across the border . . . . . who is supposed to take care of them ? angelina jolie ?
NOT,@USER lol he is literally incapable of this .
NOT,@USER coming from a person from chicago . . . kook !
OFF,@USER @USER this is the most consistently stupid argument gun control advocates make .
NOT,@USER @USER g this a maga ass take 😂😂😂😂😂😂
NOT,@USER migration advisory committee says immigration has had no impact on infrastructure or services . so could it be @USER cuts instead ?
NOT,. @USER nails it - this is why conservatives must turnout this nov and stop democrats from winning the midterms 👇👇👇 url
NOT,@USER antifa wannabe ☝☝☝☝
NOT,@USER @USER @USER @USER @USER um it's right in front of your face . these big-tech giants are censoring conservatives every single day . dems constantly calling for “sensible gun control” and sometimes outright the repeal of the 2nd amendment . conservative ideas are shut down on college campuses . . .
NOT,@USER @USER those are the #Liberals
NOT,@USER canada stands behind @USER and his governments negotiations with the pseudo dictator @USER weak conservatives as usual . no backbone .
NOT,@USER hectares cultivated with poppy for opium grew exponentially like never before during obama thou . i bet you celebrated his troop retreat . myanmar made so much money with the opium they're building a bigger totally modern port
NOT,@USER @USER @USER he is talking about you big o .
OFF,@USER @USER he is losing his mind
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER why would that matter to a bug ? seems that you are having some kind of mental attack or something . maybe you should ask for help .
OFF,@USER @USER he's so tired of all these liberals everywhere . he's afraid “all this will go away . . . . ” . his money . his power . his tax payer paid junkets . his unbridled arrogance is sick . keep the pressure on ! it's working .
NOT,@USER @USER killary still lost !
NOT,#Parents of parkland #victims call for stricter #gun control at rally - sep 8 @ 11 : 29 pm et url
OFF,@USER @USER agreed ! it's not gun control they want - it's people control . without guns we are helpless and they know it ! our founders knew this too - #2A
OFF,@USER @USER good shit my bad though
NOT,@USER plelleeaaaaseeeee i literally sobbed so hard at this screen who does he think he is looking so beautiful while he sleeeeeeeps
OFF,@USER ur so fuckidng pretty perhaps i shed tears url
OFF,@USER @USER @USER do it with quran and then we will see how much atheist and brave she is . . . hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it . . . go live in your 2 minutes prime time covered life . . . lord krishna and his followers don't care
NOT,"@USER @USER @USER i also grew up in california . doesn't matter where you are from . and just because you've heard worse "" doesn't mean jack . the president of the united states should not brag about that . nor about watching beauty pageant contestants change . """
OFF,@USER so it moves forward . damn the facts as long as you keep up the narrative ! the dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify conservatives or justify the actions of liberals
OFF,@USER coming from a guy who worries more about straws than cleaning up failed 'shitty' policies . . now he knows best . . lol
NOT,@USER how taser works ?
NOT,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER you are suggesting that it is not the law and policy ( sanctions regime ) that informs rates of benefit sanctions . the graph would suggest that is true as by 2017 the sanctions rate was lower than it was under the previous sanctions regime . good observations about pressure "" ++ """
OFF,@USER he and obama must be copying each other does any democrat have their own thought please ! ! !
NOT,@USER @USER lmao cry me a river you schmuck ! we had to put up with ovomit for 8 long years ! we kept our mouths shut and put our noses to the grind wheel ! ! ! ! ! we didn't riot and cry ! ! ! grow up !
NOT,@USER @USER and we don't need levi jeans who just jumped on the gun control band wagon .
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER sorry my love i know you will be disappointed maybe i'll stand in my next life time ❤
NOT,@USER @USER jack nicas just covered up for google . they basically scratch each other's back to sell the globalist agenda . people now get a rare glimpse into the fake news media
NOT,@USER please can i print out the great poster you designed for #JusticeForOliver i have a stall at @USER event for this purpose . i was going to do one myself but you are much better at techno😁 @USER url
NOT,@USER you got this . whatever the problem you are strong enough to overcome it . it gets easier everyday .
NOT,5 . they promoted an amendment to lower the voting age to 18 . they pushed gun control efforts and gun free zones to give criminals an edge over law abiding citizens .
NOT,@USER @USER @USER @USER that's why kitchens is here partner . he is haley's right hand man .
NOT,@USER how can pelosi be speaker ? she is mentally impaired
